Taxpayer_ID,Age,Profession,City,Annual_Income,Declared_Expenses,Investment_Claims,Late_Filing_Count,Previous_Penalty,Expense_Ratio,Investment_Ratio,Total_Claims_Ratio,Risk_Score_Manual,Fraud_Label,Profession_Enc,City_Enc,Anomaly_Flag,Fraud_Probability,Risk_Level
TXP10619,67,Pharmacist,Jaipur,382223,57977,31318,0,0,0.15168370296920908,0.08193646117580575,0.23362016414501482,0,0,8,5,0,0.018,Low
TXP10620,55,Freelancer,Bangalore,670467,261127,132943,1,0,0.3894703244156685,0.19828418102606093,0.5877545054417295,0,0,6,1,0,0.034,Low
TXP10621,44,Consultant,Pune,637991,126462,55739,0,0,0.19821909713459906,0.08736643620364551,0.2855855333382446,0,0,3,9,0,0.0,
TXP10622,39,Business Owner,Ahmedabad,463893,151357,72805,1,1,0.32627567132937985,0.1569435193029427,0.48321919063232255,1,0,2,0,0,0.136,Low
TXP10623,44,Consultant,Kolkata,989069,410634,100381,0,0,0.41517224784115164,0.10149039146914927,0.5166626393103009,0,0,3,6,0,0.0,
TXP10624,34,Freelancer,Lucknow,374355,102595,60945,0,0,0.2740580465066581,0.1628000160275674,0.43685806253422554,0,0,6,7,0,0.0,
TXP10625,60,Accountant,Mumbai,489217,111957,77503,2,0,0.22884936541452974,0.15842254050860866,0.3872719059231384,0,0,0,8,0,0.0,
TXP10626,59,Teacher,Ahmedabad,244076,121702,34218,1,0,0.49862337960307446,0.14019403792261426,0.6388174175256888,0,0,9,0,0,0.002,Low
TXP10627,58,Consultant,Lucknow,1063369,612560,184877,0,0,0.5760559128580953,0.17385968558421394,0.7499155984423093,0,0,3,7,0,0.002,Low
TXP10628,42,Doctor,Bangalore,542103,105817,102489,0,0,0.19519722266801695,0.18905816791273983,0.3842553905807568,0,0,4,1,0,0.032,Low
TXP10629,43,Consultant,Ahmedabad,760520,167326,94606,2,0,0.2200152527218219,0.12439646557618471,0.34441171829800665,0,0,3,0,0,0.008,Low
TXP10630,41,Engineer,Chennai,736893,797141,46235,0,0,1.0817594956119816,0.06274316623987472,1.1445026618518563,1,0,5,2,0,0.03,Low
TXP10631,64,Teacher,Ahmedabad,375303,62676,34435,1,0,0.1670010631409821,0.09175253062192415,0.25875359376290624,0,0,9,0,0,0.0,
TXP10632,37,Consultant,Mumbai,739262,436116,115690,1,0,0.589934285814772,0.1564939087901177,0.7464281946048897,0,0,3,8,0,0.016,Low
TXP10633,38,Engineer,Bangalore,344750,52433,47285,1,0,0.1520899202320522,0.13715736040609136,0.2892472806381436,0,0,5,1,0,0.0,
TXP10634,54,Engineer,Kolkata,478541,259919,24885,1,0,0.5431488628978499,0.05200181384667144,0.5951506767445214,0,0,5,6,0,0.0,
TXP10635,24,Accountant,Jaipur,568780,163977,299708,1,0,0.2882960019691269,0.526931326699251,0.8152273286683779,1,0,0,5,0,0.07,Low
TXP10636,26,Architect,Delhi,524052,299949,74904,1,0,0.5723649561493898,0.14293238075610817,0.7152973369054979,0,0,1,3,0,0.008,Low
TXP10637,39,Doctor,Mumbai,840671,246001,54806,2,0,0.2926245820303067,0.0651931611772025,0.35781774320750925,0,0,4,8,0,0.0,
TXP10638,46,Architect,Lucknow,759078,337362,83453,1,0,0.44443654011840683,0.10993995346986739,0.5543764935882742,0,0,1,7,0,0.0,
TXP10639,34,Engineer,Bangalore,744375,138464,114942,0,0,0.18601376994122587,0.15441410579345088,0.34042787573467675,0,0,5,1,0,0.0,
TXP10640,35,Pharmacist,Chennai,377382,97760,45768,0,0,0.25904786131823987,0.12127764440275371,0.3803255057209936,0,0,8,2,0,0.0,
TXP10641,33,Pharmacist,Hyderabad,719664,560085,25184,6,1,0.778259020876409,0.0349941083616799,0.8132531292380889,2,1,8,4,0,1.0,High
TXP10642,55,Teacher,Bangalore,396048,153630,21150,2,0,0.3879075263604412,0.053402617864501276,0.4413101442249424,0,0,9,1,0,0.0,
TXP10643,39,Teacher,Lucknow,349897,198596,20811,0,0,0.5675841747714327,0.059477503379565984,0.6270616781509987,0,0,9,7,0,0.0,
TXP10644,31,Teacher,Delhi,415372,142446,27587,0,1,0.34293597064799747,0.06641516520131352,0.409351135849311,1,0,9,3,0,0.02,Low
TXP10645,61,Business Owner,Delhi,2146163,2295237,261343,3,0,1.0694607073181301,0.12177220462751431,1.1912329119456444,1,0,2,3,1,0.112,Low
TXP10646,35,Doctor,Pune,512255,180329,56713,1,0,0.3520297508077032,0.11071243814116016,0.4627421889488634,0,0,4,9,0,0.0,
TXP10647,47,Doctor,Jaipur,754947,855856,42706,0,0,1.1336636876495967,0.05656820942397281,1.1902318970735695,1,1,4,5,0,0.646,Medium
TXP10648,51,Doctor,Lucknow,324313,188725,10429,1,0,0.5819224021238741,0.032157206155781604,0.6140796082796558,0,0,4,7,0,0.0,
TXP10649,31,Accountant,Delhi,569265,169704,251803,3,0,0.29811072172011277,0.44233002204597155,0.7404407437660844,1,0,0,3,0,0.024,Low
TXP10650,51,Engineer,Pune,654809,359271,129120,2,0,0.5486653359987416,0.197187271402806,0.7458526074015476,0,0,5,9,0,0.012,Low
TXP10651,59,Business Owner,Pune,1184335,629385,123571,1,0,0.5314248080146242,0.10433787737422266,0.635762685388847,0,0,2,9,0,0.002,Low
TXP10652,49,Pharmacist,Pune,434546,106379,76533,0,0,0.24480492283900898,0.176121745453876,0.420926668292885,0,0,8,9,0,0.002,Low
TXP10653,31,Accountant,Bangalore,345048,148691,59615,2,0,0.4309284505344184,0.17277306345783774,0.6037015139922561,0,0,0,1,0,0.004,Low
TXP10654,51,Teacher,Pune,372412,68042,41737,1,0,0.18270625006712995,0.11207211368054736,0.2947783637476773,0,0,9,9,0,0.0,
TXP10655,51,Accountant,Mumbai,695543,366217,102386,2,0,0.5265195681647289,0.1472029766671507,0.6737225448318795,0,0,0,8,0,0.006,Low
TXP10656,60,Consultant,Lucknow,643616,147095,35202,0,0,0.22854466017003927,0.054694103316263114,0.2832387634863024,0,0,3,7,0,0.0,
TXP10657,64,Architect,Mumbai,720409,131018,103675,0,1,0.1818661343764445,0.14391130593870982,0.3257774403151543,1,1,1,8,0,0.694,High
TXP10658,59,Consultant,Hyderabad,467734,154398,32287,0,0,0.330097876143278,0.06902855041540705,0.3991264265586851,0,0,3,4,0,0.0,
TXP10659,50,Pharmacist,Delhi,545721,223535,316212,0,0,0.4096140701933772,0.579438944075819,0.9890530142691961,1,0,8,3,0,0.208,Low
TXP10660,40,Doctor,Jaipur,721323,385700,25297,1,0,0.534711911307417,0.035070280581653436,0.5697821918890705,0,0,4,5,0,0.002,Low
TXP10661,32,Consultant,Pune,612764,360555,97530,3,0,0.5884076088020836,0.1591640501073823,0.747571658909466,0,0,3,9,0,0.008,Low
TXP10662,56,Freelancer,Chennai,335945,297433,12762,1,0,0.885362187262796,0.03798836119007576,0.9233505484528718,1,0,6,2,0,0.032,Low
TXP10663,43,Engineer,Chennai,540958,95858,96622,2,0,0.17720044809393706,0.17861275736748508,0.35581320546142214,0,0,5,2,0,0.012,Low
TXP10664,36,Pharmacist,Delhi,538243,262179,40237,0,0,0.48710155078654066,0.07475619747957707,0.5618577482661177,0,0,8,3,0,0.012,Low
TXP10665,51,Engineer,Hyderabad,403175,163014,55553,1,0,0.40432566503379425,0.137788801388975,0.5421144664227693,0,0,5,4,0,0.0,
TXP10666,52,Business Owner,Chennai,1041153,366018,112184,2,0,0.35155063664994485,0.10774977356834202,0.4593004102182868,0,0,2,2,0,0.0,
TXP10667,36,Engineer,Mumbai,593779,633135,51026,1,0,1.0662805521919771,0.08593432910224175,1.1522148812942188,1,0,5,8,0,0.002,Low
TXP10668,58,Accountant,Ahmedabad,440096,452423,59932,1,0,1.0280097978622846,0.13617937904457209,1.1641891769068566,1,0,0,0,0,0.05,Low
TXP10669,29,Freelancer,Bangalore,719499,217580,266651,1,0,0.30240486783164394,0.37060649146141966,0.6730113592930637,1,0,6,1,0,0.02,Low
TXP10670,41,Teacher,Kolkata,298790,146602,8195,1,0,0.4906522976003213,0.027427290069948793,0.5180795876702701,0,0,9,6,0,0.006,Low
TXP10671,28,Accountant,Chennai,483056,190687,89555,0,0,0.3947513331787619,0.18539258388261404,0.5801439170613759,0,0,0,2,0,0.018,Low
TXP10672,48,Lawyer,Jaipur,655423,356931,84965,2,0,0.5445811331003032,0.12963383952043184,0.674214972620735,0,1,7,5,0,0.638,Medium
TXP10673,25,Consultant,Pune,1073726,423686,554101,3,0,0.3945941515805708,0.5160543751385362,0.9106485267191071,1,0,3,9,1,0.088,Low
TXP10674,33,Engineer,Jaipur,682935,598862,60847,0,0,0.8768945800112748,0.08909632688323194,0.9659909068945068,1,0,5,5,0,0.004,Low
TXP10675,53,Accountant,Lucknow,456340,243225,47884,1,0,0.5329907525090941,0.10493053425077793,0.637921286759872,0,0,0,7,0,0.0,
TXP10676,28,Architect,Bangalore,826997,331417,145876,1,0,0.40074752387251705,0.17639241738482728,0.5771399412573444,0,0,1,1,0,0.0,
TXP10677,56,Consultant,Mumbai,786125,191090,467781,1,0,0.2430783908411512,0.5950465892828749,0.838124980124026,1,0,3,8,1,0.086,Low
TXP10678,24,Accountant,Hyderabad,575725,247894,66921,1,0,0.430577098441096,0.11623778713795649,0.5468148855790524,0,0,0,4,0,0.066,Low
TXP10679,41,Freelancer,Bangalore,398328,123869,9414,2,0,0.3109723644835412,0.0236337892390191,0.3346061537225603,0,0,6,1,0,0.004,Low
TXP10680,55,Consultant,Kolkata,615105,325994,29861,0,1,0.529981060144203,0.04854618317197877,0.5785272433161818,1,0,3,6,0,0.012,Low
TXP10681,34,Architect,Ahmedabad,704042,249220,95400,0,1,0.35398456342093226,0.13550327963388548,0.48948784305481774,1,0,1,0,0,0.264,Low
TXP10682,44,Teacher,Chennai,317294,151317,47294,2,1,0.4768983970702251,0.14905418948987376,0.6259525865600989,1,0,9,2,0,0.058,Low
TXP10683,49,Engineer,Hyderabad,872513,168387,108949,1,0,0.19299082076714044,0.12486805354189565,0.3178588743090361,0,0,5,4,0,0.002,Low
TXP10684,48,Engineer,Hyderabad,409606,134437,18758,2,0,0.32821052425989855,0.04579522760897057,0.3740057518688691,0,0,5,4,0,0.0,
TXP10685,45,Lawyer,Chennai,1284039,760740,128626,0,0,0.5924586402749449,0.10017296982412528,0.6926316100990701,0,0,7,2,0,0.026,Low
TXP10686,50,Business Owner,Chennai,1155472,593689,96963,0,1,0.5138064790838722,0.08391635625960646,0.5977228353434787,1,0,2,2,0,0.264,Low
TXP10687,36,Doctor,Chennai,859817,190856,93908,3,0,0.22197281514554842,0.10921858953707592,0.3311914046826243,0,0,4,2,0,0.0,
TXP10688,56,Business Owner,Chennai,1533263,1218999,270865,6,1,0.7950358157732887,0.17665919023676957,0.9716950060100583,2,1,2,2,1,0.996,High
TXP10689,57,Accountant,Chennai,486975,145321,77748,2,0,0.29841572976025466,0.1596550130910211,0.45807074285127575,0,0,0,2,0,0.0,
TXP10690,64,Lawyer,Hyderabad,1116062,494041,39193,2,0,0.44266447562949013,0.035117224670314015,0.47778170029980416,0,0,7,4,0,0.004,Low
TXP10691,58,Consultant,Delhi,262642,128864,47342,1,0,0.49064506057675467,0.18025296791830706,0.6708980284950617,0,0,3,3,0,0.002,Low
TXP10692,24,Teacher,Delhi,306800,149499,32188,0,0,0.48728487614080834,0.10491525423728813,0.5922001303780965,0,0,9,3,0,0.008,Low
TXP10693,44,Doctor,Jaipur,615187,233428,94674,1,0,0.3794423484241377,0.15389466942571933,0.533337017849857,0,0,4,5,0,0.0,
TXP10694,29,Consultant,Delhi,524368,269980,23705,2,1,0.5148674213529429,0.04520680133036341,0.5600742226833064,1,0,3,3,0,0.08,Low
TXP10695,51,Doctor,Kolkata,757009,262443,106533,0,0,0.34668412132484555,0.1407288420613229,0.48741296338616846,0,0,4,6,0,0.006,Low
TXP10696,40,Freelancer,Delhi,507862,104490,31761,0,0,0.20574486770028078,0.06253864238710516,0.26828351008738593,0,1,6,3,0,0.638,Medium
TXP10697,28,Freelancer,Hyderabad,555398,224380,253452,0,0,0.40399857399558514,0.45634301888015444,0.8603415928757395,1,0,6,4,0,0.064,Low
TXP10698,54,Lawyer,Chennai,960219,555520,545280,0,0,0.5785346884408661,0.5678704545525552,1.1464051429934212,1,0,7,2,1,0.134,Low
TXP10699,28,Consultant,Pune,630175,319402,376103,2,0,0.5068465108898322,0.5968231046931408,1.103669615582973,1,0,3,9,1,0.1,Low
TXP10700,61,Teacher,Pune,372140,152731,13610,2,0,0.4104127478905788,0.03657225775245875,0.44698500564303756,0,0,9,9,0,0.0,
TXP10701,26,Teacher,Kolkata,357457,157660,22574,3,0,0.44106004358566203,0.0631516518070705,0.5042116953927326,0,0,9,6,0,0.0,
TXP10702,46,Doctor,Lucknow,987211,561479,37517,1,0,0.568752779294396,0.038003020630847914,0.606755799925244,0,0,4,7,0,0.0,
TXP10703,60,Lawyer,Hyderabad,1094234,375053,158164,1,0,0.342753926491043,0.14454312331731603,0.4872970498083591,0,0,7,4,0,0.0,
TXP10704,60,Architect,Mumbai,654876,195891,16520,0,0,0.2991268576035769,0.025226149683298824,0.32435300728687566,0,0,1,8,0,0.002,Low
TXP10705,33,Accountant,Bangalore,460274,271450,60384,1,0,0.589757405371583,0.13119142076241544,0.7209488261339985,0,0,0,1,0,0.004,Low
TXP10706,33,Teacher,Jaipur,310822,167393,14088,1,0,0.5385493948304818,0.045324976996480304,0.583874371826962,0,0,9,5,0,0.0,
TXP10707,42,Teacher,Mumbai,317012,93635,60273,2,0,0.29536736779680267,0.19012844939623735,0.48549581719304,0,0,9,8,0,0.004,Low
TXP10708,40,Business Owner,Hyderabad,1073893,1098913,201845,8,1,1.023298410549282,0.18795634201917696,1.211254752568459,3,1,2,4,1,0.992,High
TXP10709,44,Doctor,Delhi,853610,287483,51720,3,0,0.3367849486299364,0.06058973067325828,0.39737467930319464,0,0,4,3,0,0.0,
TXP10710,37,Accountant,Chennai,621517,134927,353196,2,0,0.2170930159593382,0.5682805136464489,0.7853735296057871,1,0,0,2,1,0.06,Low
TXP10711,32,Freelancer,Mumbai,442332,383516,11076,8,1,0.8670320031107855,0.025040015192208567,0.8920720183029941,3,1,6,8,0,0.952,High
TXP10712,24,Engineer,Bangalore,602418,199966,113087,0,0,0.3319389526873367,0.18772181442121583,0.5196607671085526,0,0,5,1,0,0.014,Low
TXP10713,36,Engineer,Lucknow,621495,338029,70936,2,0,0.5438965719756393,0.11413768413261571,0.6580342561082551,0,0,5,7,0,0.008,Low
TXP10714,27,Doctor,Pune,696818,722674,19357,1,0,1.0371058152917978,0.02777913314524022,1.0648849484370382,1,0,4,9,0,0.03,Low
TXP10715,24,Accountant,Lucknow,457460,181402,37351,0,0,0.39654177414418745,0.08164866873606436,0.4781904428802518,0,0,0,7,0,0.006,Low
TXP10716,63,Architect,Bangalore,369129,59349,12488,0,0,0.16078119031558072,0.033830991333653006,0.19461218164923375,0,0,1,1,0,0.004,Low
TXP10717,55,Doctor,Chennai,660970,326452,59969,1,0,0.493898361499009,0.09072877740290784,0.5846271389019169,0,0,4,2,0,0.004,Low
TXP10718,57,Engineer,Delhi,670971,276045,94329,0,1,0.4114112234358862,0.14058580773237592,0.5519970311682622,1,0,5,3,0,0.042,Low
TXP10719,51,Lawyer,Bangalore,724272,312534,75744,0,0,0.43151467956789713,0.10457949499635497,0.5360941745642521,0,0,7,1,0,0.002,Low
TXP10720,54,Freelancer,Jaipur,414328,71792,36904,1,0,0.17327334865131008,0.0890695294549246,0.2623428781062347,0,0,6,5,0,0.0,
TXP10721,31,Business Owner,Bangalore,1386572,339664,57471,2,1,0.24496672368979036,0.041448262333293906,0.2864149860230843,1,1,2,1,0,0.712,High
TXP10722,62,Accountant,Hyderabad,602068,472735,38585,5,1,0.7851853943408386,0.06408744527196264,0.8492728396128012,2,1,0,4,0,1.0,High
TXP10723,49,Freelancer,Delhi,288070,80662,10954,0,0,0.28000833130836256,0.03802547991807547,0.31803381122643803,0,0,6,3,0,0.0,
TXP10724,57,Business Owner,Chennai,1598823,1405147,264365,0,1,0.8788633888804451,0.16534976041750712,1.0442131492979523,2,1,2,2,1,0.962,High
TXP10725,26,Architect,Pune,830376,336122,36821,0,1,0.40478289353256836,0.044342562887174,0.4491254564197424,1,0,1,9,0,0.03,Low
TXP10726,35,Consultant,Pune,546627,232571,69513,0,0,0.42546562829863876,0.12716715420204272,0.5526327825006815,0,0,3,9,0,0.012,Low
TXP10727,24,Engineer,Bangalore,476424,189218,38920,0,0,0.3971630312494753,0.0816919382734707,0.47885496952294593,0,0,5,1,0,0.0,
TXP10728,67,Engineer,Hyderabad,778663,212468,47246,3,0,0.27286258625361676,0.06067579941515135,0.33353838566876814,0,0,5,4,0,0.014,Low
TXP10729,28,Engineer,Mumbai,577971,150288,78086,1,0,0.26002688716215866,0.13510366437070373,0.39513055153286236,0,0,5,8,0,0.0,
TXP10730,53,Lawyer,Lucknow,345055,411320,35285,0,0,1.1920418484009796,0.10225906014983119,1.2943009085508108,1,0,7,7,0,0.098,Low
TXP10731,53,Pharmacist,Lucknow,360031,191565,33132,0,0,0.5320791820704328,0.09202540892312051,0.6241045909935533,0,0,8,7,0,0.0,
TXP10732,40,Accountant,Lucknow,525063,224420,66532,1,1,0.4274153768214481,0.1267124135579921,0.5541277903794402,1,0,0,7,0,0.058,Low
TXP10733,46,Engineer,Mumbai,425543,99547,46140,1,0,0.23392935614027255,0.10842617549812827,0.3423555316384008,0,0,5,8,0,0.0,
TXP10734,38,Freelancer,Hyderabad,387986,89137,28954,0,0,0.22974282577206395,0.0746264040455068,0.30436922981757075,0,0,6,4,0,0.0,
TXP10735,60,Teacher,Lucknow,351943,191057,42455,3,0,0.5428634750513578,0.12063032934310386,0.6634938043944616,0,0,9,7,0,0.002,Low
TXP10736,44,Engineer,Jaipur,819338,396747,115124,0,0,0.4842287309999048,0.14050855690813804,0.6247372879080428,0,0,5,5,0,0.0,
TXP10737,37,Accountant,Mumbai,520954,232725,12922,0,0,0.4467285019406704,0.024804493294993415,0.4715329952356638,0,0,0,8,0,0.004,Low
TXP10738,25,Accountant,Mumbai,657254,703984,68260,0,0,1.07109884458672,0.10385634777422427,1.1749551923609443,1,0,0,8,0,0.006,Low
TXP10739,34,Freelancer,Chennai,664314,510759,20183,8,1,0.7688517779242948,0.030381717079573815,0.7992334950038686,2,1,6,2,0,0.926,High
TXP10740,62,Doctor,Chennai,1086861,856676,58204,8,1,0.7882111879992014,0.05355238618369782,0.8417635741828992,2,1,4,2,1,0.99,High
TXP10741,61,Engineer,Delhi,642713,326985,77698,0,0,0.5087574080499383,0.12089066192841906,0.6296480699783573,0,0,5,3,0,0.012,Low
TXP10742,57,Teacher,Jaipur,232202,66363,40847,0,0,0.2857985719330583,0.17591149085709856,0.46171006279015686,0,0,9,5,0,0.0,
TXP10743,61,Engineer,Jaipur,669123,355574,119709,1,0,0.5314030454789329,0.17890432700714218,0.710307372486075,0,0,5,5,0,0.014,Low
TXP10744,57,Business Owner,Delhi,1619359,795946,52774,0,0,0.4915191751798088,0.0325894381665832,0.524108613346392,0,0,2,3,1,0.006,Low
TXP10745,41,Teacher,Jaipur,345135,97910,32939,0,0,0.2836860938473351,0.09543801700783751,0.3791241108551726,0,0,9,5,0,0.0,
TXP10746,53,Accountant,Kolkata,724458,247727,90514,0,0,0.34194804943833873,0.1249403001968368,0.46688834963517556,0,0,0,6,0,0.0,
TXP10747,38,Pharmacist,Ahmedabad,585983,136931,27232,0,0,0.23367742750216303,0.04647233793471824,0.28014976543688125,0,0,8,0,0,0.006,Low
TXP10748,50,Business Owner,Lucknow,1427309,285424,225197,1,1,0.19997351659661644,0.1577773278245986,0.357750844421215,1,0,2,7,1,0.03,Low
TXP10749,57,Engineer,Chennai,762957,362589,117466,0,0,0.4752417239765806,0.1539614945534283,0.6292032185300089,0,0,5,2,0,0.0,
TXP10750,61,Teacher,Delhi,370002,100041,67562,0,0,0.270379619569624,0.18259901297830822,0.4529786325479322,0,0,9,3,0,0.0,
TXP10751,56,Freelancer,Delhi,200000,103805,4305,1,0,0.519025,0.021525,0.54055,0,0,6,3,0,0.128,Low
TXP10752,47,Freelancer,Jaipur,375129,224336,22133,0,0,0.598023613210389,0.05900103697661338,0.6570246501870023,0,0,6,5,0,0.002,Low
TXP10753,38,Engineer,Mumbai,779575,143815,131665,0,0,0.1844787223807844,0.1688933072507456,0.35337202963153,0,0,5,8,0,0.0,
TXP10754,53,Pharmacist,Pune,419240,152127,58988,0,0,0.3628637534586394,0.1407022230703177,0.5035659765289572,0,0,8,9,0,0.004,Low
TXP10755,65,Accountant,Bangalore,527652,269592,95499,2,0,0.5109276568647517,0.18098860612676537,0.6919162629915171,0,0,0,1,0,0.022,Low
TXP10756,40,Engineer,Bangalore,443274,223865,13427,1,0,0.5050262365940705,0.03029052008464291,0.5353167566787134,0,0,5,1,0,0.0,
TXP10757,28,Engineer,Delhi,867588,426852,110577,2,0,0.4919985062034053,0.1274533534350406,0.6194518596384458,0,0,5,3,0,0.002,Low
TXP10758,52,Doctor,Lucknow,1136298,348897,139115,2,0,0.30704709504020955,0.12242827145695935,0.4294753664971689,0,0,4,7,0,0.016,Low
TXP10759,27,Consultant,Kolkata,590903,209317,15612,3,0,0.35423242054956566,0.026420580027517206,0.38065300057708285,0,0,3,6,0,0.0,
TXP10760,33,Engineer,Lucknow,622094,259870,69944,1,0,0.41773429738914053,0.112433169263809,0.5301674666529496,0,0,5,7,0,0.002,Low
TXP10761,40,Engineer,Delhi,497925,465278,64587,6,1,0.9344339006878546,0.1297123060701913,1.0641462067580458,3,1,5,3,0,0.998,High
TXP10762,33,Consultant,Lucknow,860690,255965,46849,0,0,0.2973951132231117,0.054431909282087625,0.3518270225051993,0,0,3,7,0,0.0,
TXP10763,40,Lawyer,Chennai,1027420,580918,381908,0,0,0.5654143388293006,0.3717155593622861,0.9371298981915867,1,0,7,2,1,0.018,Low
TXP10764,43,Doctor,Lucknow,962341,260997,130168,1,0,0.2712105168542128,0.1352618250703233,0.40647234192453613,0,0,4,7,0,0.0,
TXP10765,47,Doctor,Jaipur,866383,515570,90358,3,0,0.595083236859449,0.10429336679043795,0.699376603649887,0,0,4,5,0,0.004,Low
TXP10766,28,Engineer,Jaipur,1040310,469823,181474,0,0,0.4516182676317636,0.17444223356499505,0.6260605011967587,0,0,5,5,0,0.0,
TXP10767,57,Engineer,Kolkata,445811,159858,36390,1,0,0.3585779624100796,0.08162651886113173,0.44020448127121137,0,0,5,6,0,0.0,
TXP10768,29,Business Owner,Chennai,515758,219726,193267,0,1,0.4260253839979215,0.3747241923537783,0.8007495763516999,2,0,2,2,0,0.322,Low
TXP10769,25,Engineer,Pune,541036,147507,106733,0,0,0.2726380499634035,0.19727522752644924,0.4699132774898528,0,0,5,9,0,0.006,Low
TXP10770,36,Engineer,Mumbai,364801,99728,67125,0,0,0.27337644359527524,0.18400442981241827,0.4573808734076935,0,0,5,8,0,0.0,
TXP10771,66,Freelancer,Chennai,226130,45474,5702,1,0,0.20109671427939682,0.025215583956131427,0.22631229823552823,0,0,6,2,1,0.118,Low
TXP10772,66,Business Owner,Hyderabad,799474,160952,126901,0,0,0.2013223694579186,0.15873061537961208,0.3600529848375307,0,0,2,4,0,0.0,
TXP10773,34,Accountant,Ahmedabad,457781,140288,18247,1,0,0.306452211865499,0.03985967089066606,0.3463118827561651,0,0,0,0,0,0.0,
TXP10774,46,Teacher,Delhi,292722,144395,7302,2,1,0.4932837299553843,0.02494516981982905,0.5182288997752134,1,0,9,3,0,0.042,Low
TXP10775,39,Lawyer,Hyderabad,1029554,436105,71312,2,0,0.423586329614571,0.06926494384947268,0.49285127346404367,0,0,7,4,0,0.0,
TXP10776,54,Teacher,Kolkata,319628,62699,21888,0,0,0.19616241380604954,0.06847960754376964,0.2646420213498192,0,0,9,6,0,0.002,Low
TXP10777,34,Teacher,Hyderabad,339229,180980,56813,2,0,0.5335039162335767,0.1674768371807835,0.7009807534143602,0,0,9,4,0,0.012,Low
TXP10778,39,Accountant,Jaipur,639423,268951,94583,0,0,0.4206151483446795,0.14791929599029124,0.5685344443349708,0,0,0,5,0,0.0,
TXP10779,31,Architect,Lucknow,527388,307142,103731,0,0,0.5823833686014851,0.19668820678513732,0.7790715753866224,0,0,1,7,0,0.014,Low
TXP10780,27,Doctor,Mumbai,747090,337373,110623,1,0,0.45158280796155753,0.14807185211955723,0.5996546600811147,0,0,4,8,0,0.002,Low
TXP10781,63,Freelancer,Bangalore,504863,115527,48106,0,0,0.2288284148372925,0.09528525560399553,0.324113670441288,0,0,6,1,0,0.002,Low
TXP10782,27,Engineer,Delhi,308764,112143,45019,0,0,0.363199725356583,0.14580391496417977,0.5090036403207627,0,0,5,3,0,0.0,
TXP10783,48,Freelancer,Bangalore,200000,88364,39980,0,0,0.44182,0.1999,0.64172,0,0,6,1,0,0.004,Low
TXP10784,26,Business Owner,Lucknow,1338446,1550654,197856,1,0,1.158548047511816,0.14782516440708104,1.3063732119188969,1,0,2,7,1,0.046,Low
TXP10785,55,Consultant,Jaipur,838562,131410,131740,0,0,0.15670874664008147,0.15710227747024072,0.3138110241103222,0,0,3,5,0,0.0,
TXP10786,26,Doctor,Jaipur,1212844,252552,229113,1,1,0.20823123171652744,0.18890558060228685,0.3971368123188143,1,0,4,5,0,0.076,Low
TXP10787,50,Teacher,Lucknow,359485,94634,14543,1,0,0.2632488142759781,0.04045509548381713,0.3037039097597953,0,0,9,7,0,0.0,
TXP10788,52,Teacher,Delhi,399184,137038,58624,1,0,0.34329532245781397,0.1468595935708846,0.49015491602869854,0,0,9,3,0,0.0,
TXP10789,55,Freelancer,Bangalore,420679,155377,72838,2,1,0.3693481252926816,0.17314389356255006,0.5424920188552317,1,0,6,1,0,0.044,Low
TXP10790,42,Teacher,Chennai,367833,78021,70546,0,0,0.21210984332563962,0.19178812123980177,0.40389796456544136,0,0,9,2,0,0.0,
TXP10791,44,Teacher,Jaipur,450035,203877,26090,0,0,0.45302476474052017,0.057973268745764216,0.5109980334862844,0,0,9,5,0,0.0,
TXP10792,28,Accountant,Bangalore,337600,141205,37374,0,0,0.4182612559241706,0.11070497630331753,0.5289662322274882,0,0,0,1,0,0.004,Low
TXP10793,41,Lawyer,Pune,1003404,283470,142984,0,0,0.28250834160517596,0.14249893362992375,0.42500727523509974,0,0,7,9,0,0.002,Low
TXP10794,51,Teacher,Bangalore,478135,74659,30860,1,0,0.15614627667918057,0.06454244094241166,0.22068871762159223,0,0,9,1,0,0.034,Low
TXP10795,65,Engineer,Pune,642305,118788,82269,0,0,0.18494017639594895,0.12808400993297578,0.31302418632892476,0,0,5,9,0,0.008,Low
TXP10796,45,Pharmacist,Pune,665057,672855,44135,7,1,1.0117253107628368,0.06636273281839,1.0780880435812268,3,1,8,9,0,0.998,High
TXP10797,44,Freelancer,Jaipur,355618,77982,28457,1,0,0.21928586292032462,0.08002125876642914,0.2993071216867538,0,0,6,5,0,0.0,
TXP10798,29,Pharmacist,Delhi,496795,158760,49417,1,0,0.31956843365975907,0.09947161303958373,0.4190400466993428,0,0,8,3,0,0.0,
TXP10799,24,Engineer,Kolkata,605028,261784,69732,1,0,0.43268080154968036,0.11525417005493961,0.5479349716046199,0,1,5,6,0,0.646,Medium
TXP10800,28,Consultant,Jaipur,350833,139019,35394,2,0,0.39625405819863013,0.10088560654214399,0.4971396647407741,0,0,3,5,0,0.0,
TXP10801,64,Consultant,Delhi,539727,137106,224240,2,0,0.25402842548177135,0.4154693020730851,0.6694977275548565,1,0,3,3,0,0.068,Low
TXP10802,35,Business Owner,Delhi,761249,231967,340405,1,0,0.3047189552958362,0.4471664330593538,0.7518853883551899,1,0,2,3,0,0.014,Low
